Product Name,Product Description,Price,Release Date,Volume/Size,Country of Origin,Brand Name,Brand Description,Full Ingredient List,New Feature Promotion,Marketing Materials,Packaging Information,Web URL
LANCÔME (Tancom) Tan Idle Ultra Wear Liquid N Single Item/PO-02,"Coverage, whatever you want I can't stop beauty. 3 care ingredients to protect your skin. *3 Wasabi Seed Extract (Skin Conditioning Ingredient), Tocopherol (Skin Conditioning Ingredient), α-Glucanoligosaccharide (Skin Conditioning Ingredient), Polymnia Soctihoria Root Juice (Skin Conditioning Ingredient), Lactic Acid Bacteria (Skin Condition) Coverage, whatever you want I can't stop beauty. 3 care ingredients to protect your skin. 24 hours x 1 unbreakable ultra fan x 2. *1 Lancom Study There are individual differences. *2 Tandle Ultra Wear Liquid N","¥7,920",,30.0 ミリリットル,,LANCÔME(ランコム),We work closely with your favorite premium beauty brands and their approved resellers to ensure the premium products sold in our stores are authentic.,,,"Coverage, whatever you want I can't stop beauty. 3 care ingredients to protect your skin.",,https://www.amazon.co.jp/gp/aw/d/B0DDK6YN4B/
SHISEIDO アルティミューン パワライジング セラム 30mL | 2025年モデル | 除去する美容液 | ジェル・リキッド状 | グリーンフローラルの香り | 美容液 エイジングケア ハリ 乾燥 | 資生堂,肌が自ら美しくなろうとする力を引き出し強い美しさを目指すスキンケア。 うるおいが湧きあがるような肌へ 美容液 ●毎日の朝、夜のお手入れに、化粧水で肌を整えてから、乳乳液またはクリームの前にお使いください。 ●他の美容液と併用される場合は、アルティミューン パワライジング セラムを先にお使いください。 ●ディスペンサー２回押し分を手にとり、顔全体にていねいに均一になじませます。,"¥9,900",2025/2/20,30mL,日本,資生堂ジャパン (SHISEIDO JAPAN),,,2025年モデル,肌が自ら美しくなろうとする力を引き出し強い美しさを目指すスキンケア。うるおいが湧きあがるような肌へ 美容液,,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1ODMzMDk4MzQ3NTAwNDQ0OjE3NTYwMTkzMzQ6c3BfYXRmOjMwMDA4MzMwMjUwNDE2Mjo6MDo6&url=%2FSHISEIDO-%25E3%2582%25A2%25E3%2583%25AB%25E3%2583%2586%25E3%2582%25A3%25E3%2583%25A0%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%25B3-2025%25E5%25B9%25B4%25E3%2583%25A2%25E3%2583%2587%25E3%2583%25AB-%25E3%2582%25B8%25E3%2582%25A7%25E3%2583%25AB%25E3%2583%25BB%25E3%2583%25AA%25E3%2582%25AD%25E3%2583%2583%25E3%2583%2589%25E7%258A%25B6-%25E3%2582%25B0%25E3%2583%25AA%25E3%2583%25BC%25E3%2583%25B3%25E3%2583%2595%25E3%2583%25AD%25E3%2583%25BC%25E3%2583%25A9%25E3%2583%25AB%25E3%2581%25AE%25E9%25A6%2599%25E3%2582%258A%2Fdp%2FB0DSYXTD2R%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE%26dib_tag%3Dse%26keywords%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26qid%3D1756019334%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
SHISEIDO アルティミューン パワライジング セラム 30mL | 2025年モデル | 除去する美容液 | ジェル・リキッド状 | グリーンフローラルの香り | 美容液 エイジングケア ハリ 乾燥 | 資生堂,肌が自ら美しくなろうとする力を引き出し強い美しさを目指すスキンケア。 うるおいが湧きあがるような肌へ 美容液 ●毎日の朝、夜のお手入れに、化粧水で肌を整えてから、乳液またはクリームの前にお使いください。 ●他の美容液と併用される場合は、アルティミューン パワライジング セラムを先にお使いください。 ●ディスペンサー２回押し分を手にとり、顔全体にていねいに均一になじませます。,"¥9,900",2025/2/20,30mL,日本,SHISEIDO GINZA TOKYO,,,2025年モデル,肌が自ら美しくなろうとする力を引き出し強い美しさを目指すスキンケア。うるおいが湧きあがるような肌へ 美容液,,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1ODMzMDk4MzQ3NTAwNDQ0OjE3NTYwMTkzMzQ6c3BfYXRmOjMwMDA4MzMwMjUwNDE2Mjo6MDo6&url=%2FSHISEIDO-%25E3%2582%25A2%25E3%2583%25AB%25E3%2583%25C6%25E3%2582%25A3%25E3%2583%25A0%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%25B3-2025%25E5%25B9%25B4%25E3%2583%25A2%25E3%2583%2587%25E3%2583%25AB-%25E3%2582%25B8%25E3%2582%25A7%25E3%2583%25AB%25E3%2583%25BB%25E3%2583%25AA%25E3%2582%25AD%25E3%2583%2583%25E3%2583%2589%25E7%258A%25B6-%25E3%2582%25B0%25E3%2583%25AA%25E3%2583%25BC%25E3%2583%25B3%25E3%2583%2595%25E3%2583%25AD%25E3%2583%25BC%25E3%2583%25A9%25E3%2583%25AB%25E3%2581%25AE%25E9%25A6%2599%25E3%2582%258A%2Fdp%2FB0DSYXTD2R%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE%26dib_tag%3Dse%26keywords%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26qid%3D1756019334%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
SHISEIDO アルティミューン パワライジング セラム 30mL | 2025年モデル | 除去する美容液 | ジェル・リキッド状 | グリーンフローラルの香り | 美容液 エイジングケア ハリ 乾燥 | 資生堂,肌が自ら美しくなろうとする力を引き出し強い美しさを目指すスキンケア。 うるおいが湧きあがるような肌へ 美容液 ●毎日の朝、夜のお手入れに、化粧水で肌を整えてから、乳液またはクリームの前にお使いください。 ●他の美容液と併用される場合は、アルティミューン パワライジング セラムを先にお使いください。 ●ディスペンサー２回押し分を手にとり、顔全体にていねいに均一になじませます。,"¥9,900",2025/2/20,50mL,日本,SHISEIDO GINZA TOKYO,,,2025年モデル,肌が自ら美しくなろうとする力を引き出し強い美しさを目指すスキンケア。うるおいが湧きあがるような肌へ 美容液,,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1ODMzMDk4MzQ3NTAwNDQ0OjE3NTYwMTkzMzQ6c3BfYXRmOjMwMDA4MzMwMjUwNDE2Mjo6MDo6&url=%2FSHISEIDO-%25E3%2582%25A2%25E3%2583%25AB%25E3%2583%25C6%25E3%2582%25A3%25E3%2583%25A0%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%25B3-2025%25E5%25B9%25B4%25E3%2583%25A2%25E3%2583%2587%25E3%2583%25AB-%25E3%2582%25B8%25E3%2582%25A7%25E3%2583%25AB%25E3%2583%25BB%25E3%2583%25AA%25E3%2582%25AD%25E3%2583%2583%25E3%2583%2589%25E7%258A%25B6-%25E3%2582%25B0%25E3%2583%25AA%25E3%2583%25BC%25E3%2583%25B3%25E3%2583%2595%25E3%2583%25AD%25E3%2583%25BC%25E3%2583%25A9%25E3%2583%25AB%25E3%2581%25AE%25E9%25A6%2599%25E3%2582%258A%2Fdp%2FB0DSYXTD2R%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE%26dib_tag%3Dse%26keywords%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26qid%3D1756019334%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
SHISEIDO アルティミューン パワライジング セラム 30mL | 2025年モデル | 除去する美容液 | ジェル・リキッド状 | グリーンフローラルの香り | 美容液 エイジングケア ハリ 乾燥 | 資生堂,肌が自ら美しくなろうとする力を引き出し強い美しさを目指すスキンケア。 うるおいが湧きあがるような肌へ 美容液 ●毎日の朝、夜のお手入れに、化粧水で肌を整えてから、乳液またはクリームの前にお使いください。 ●他の美容液と併用される場合は、アルティミューン パワライジング セラムを先にお使いください。 ●ディスペンサー２回押し分を手にとり、顔全体にていねいに均一になじませます。,"￥9,900",2025/2/20,30mL,日本,SHISEIDO,Shiseido Ginza Tokyo 93%の高評価 を3000人以上から取得 5万人以上 が直近3カ月にこのブランドの商品を購入,,2025年モデル,うるおいが湧きあがるような肌へ 美容液,,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1ODMzMDk4MzQ3NTAwNDQ0OjE3NTYwMTkzMzQ6c3BfYXRmOjMwMDA4MzMwMjUwNDE2Mjo6MDo6&url=%2FSHISEIDO-%25E3%2582%25A2%25E3%2583%25AB%25E3%2583%2586%25E3%2582%25A3%25E3%2583%25A0%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%25B3-2025%25E5%25B9%25B4%25E3%2583%25A2%25E3%2583%2587%25E3%2583%25AB-%25E3%2582%25B8%25E3%2582%25A7%25E3%2583%25AB%25E3%2583%25BB%25E3%2583%25AA%25E3%2582%25AD%25E3%2583%2583%25E3%2583%2589%25E7%258A%25B6-%25E3%2582%25B0%25E3%2583%25AA%25E3%2583%25BC%25E3%2583%25B3%25E3%2583%2595%25E3%2583%25AD%25E3%2583%25BC%25E3%2583%25A9%25E3%2583%25AB%25E3%2581%25AE%25E9%25A6%2599%25E3%2582%8A%2Fdp%2FB0DSYXTD2R%2Fref%3Dsr_1_1_sspa_vo_sr_l_dp%3Fdib%3DeyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE%26dib_tag%3Dse%26keywords%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26qid%3D1756019334%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
"TAKAMI Skinpeel Essence, 30mL",角質ケア美容液,"¥5,500",,30mL,,TAKAMI,TAKAMI（タカミ） Premium Brand Sourced We work closely with your favorite premium beauty brands and their approved resellers to ensure the premium products sold in our stores are authentic.,,,角質ケア美容液,,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1ODMzMDk4MzQ3NTAwNDQ0OjE3NTYwMTkzMzQ6c3BfYXRmOjMwMDEwMjE2MTczMzE2Mjo6MDo6&url=%2F%25E3%2580%259012-10%25E5%2585%25AC%25E5%25BC%258F%25E3%2582%25B9%25E3%2583%2588%25E3%2582%25A2%25E3%2582%25AA%25E3%2583%25BC%25E3%2583%2597%25E3%2583%25B3%25E3%2580%2591TAKAMI-%25E3%2582%25B9%25E3%2582%25AD%25E3%2583%25B3%25E3%2583%2594%25E3%2583%25BC%25E3%2583%25AB-30mL-%25E8%25A7%2592%25E8%25B3%25AA%25E7%25BE%258E%25E5%25AE%25B9%25E6%25B0%25B4%2Fdp%2FB010FZZWY8%2Fref%3Dsr_1_3_sspa%3Fdib%3DeyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE%26dib_tag%3Dse%26keywords%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26qid%3D1756019334%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1
SHISEIDO GINZA TOKYO ULTIMUNE Powerizing Concentrate IIIn 50ml Green Floral Scent,濃縮された18種の厳選された美容成分が1滴に。肌本来の美しさを引き出す、革新的な美容液。 美容液 グリーンフローラルの香り エイジングケア、ハリ、乾燥,"¥13,200",,50ml,,SHISEIDO GINZA TOKYO,Shiseido Ginza Tokyo 93% positive ratings from 1K+ customers 50K+ recent orders from this brand,,,濃縮された18種の厳選された美容成分が1滴に。,,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1ODMzMDk4MzQ3NTAwNDQ0OjE3NTYwMTkzMzQ6c3BfbXRmOjMwMDA0NjU4NTc5ODc2Mjo6MDo6&url=%2F%25E3%2580%2590%25E5%2585%25AC%25E5%25BC%258F%25E3%2580%2591SHISEIDO-%25E3%2582%25A2%25E3%2583%25AB%25E3%2583%2586%25E3%2582%25A3%25E3%2583%25A0%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%25B3-%25E3%2582%25B3%25E3%2583%25B3%25E3%2582%25BB%25E3%2583%25B3%25E3%2583%2588%25E3%2583%25AC%25E3%2583%25BC%25E3%2583%2588-%25E3%2582%25B8%25E3%2582%25A7%25E3%2583%25AB%25E3%2583%25BB%25E3%2583%25AA%25E3%2582%25AD%25E3%2583%2583%25E3%2583%2589%25E7%258A%25B6-%25E3%2582%25B0%25E3%2583%25AA%25E3%2583%25BC%25E3%2583%25B3%25E3%2583%2595%25E3%2583%25AD%25E3%2583%25BC%25E3%2583%25A9%25E3%2583%25AB%25E3%2581%25AE%25E9%25A6%2599%25E3%2582%8A%2Fdp%2FB0D4YJZZYJ%2Fref%3Dsr_1_19_sspa%3Fdib%3DeyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE%26dib_tag%3Dse%26keywords%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26qid%3D1756019334%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
SHISEIDO オイデルミンキット | 化粧液（本体） ＋ 化粧液特製サイズ（30mL） セット | 化粧液 | ミルク・ローション状 | 保湿 乾燥小ジワ 透明感 | 資生堂,化粧水を超えた化粧液。うるおって生命感あふれる「つややかで彩（あざ）やかな肌」へ導くスキンケア 生命感あふれるつややかな肌が続く 化粧液 ●朝と夜、洗顔の後、適量を手のひら、またはコットンにとり、顔全体にていねいになじませます。,"￥9,900",2025/1/14,本体(増量品),日本,SHISEIDO,Shiseido Ginza Tokyo 93%の高評価 を3000人以上から取得 5万人以上 が直近3カ月にこのブランドの商品を購入,,化粧液（本体） ＋ 化粧液特製サイズ（30mL） セット,生命感あふれるつややかな肌が続く 化粧液,,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1ODMzMDk4MzQ3NTAwNDQ0OjE3NTYwMTkzMzQ6c3BfbXRmOjMwMDA4NzMwNzk2MTE2Mjo6MDo6&url=%2FSHISEIDO-%25E3%2582%25AA%25E3%2582%25A4%25E3%2583%2587%25E3%2583%25AB%25E3%2583%259F%25E3%2583%25B3%25E3%2582%25AD%25E3%2583%2583%25E3%2583%2588-%25E5%258C%2596%25E7%25B2%25A7%25E6%25B6%25B2%25EF%25BC%2588%25E6%259C%25AC%25E4%25BD%2593%25EF%25BC%2589-%25E5%258C%2596%25E7%25B2%25A7%25E6%25B6%25B2%25E7%2589%25B9%25E8%25A3%25BD%25E3%2582%25B5%25E3%2582%25A4%25E3%2582%25BA%25EF%25BC%258830mL%25EF%25BC%2589-%25E3%2583%259F%E3%83%AB%E3%82%AF%E3%83%BB%E3%83%AD%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3%E7%8A%B6/dp/B0DSYX29RZ/ref=sr_1_21_sspa?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE%26dib_tag%3Dse%26keywords%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26qid%3D1756019334%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Abe Yoan-do NMN 13 Serum Serum, Made in Japan, NMN Formulation, 13 Types of Beauty Ingredients, Human Stem Cell Culture Solution, Functional Peptide, Liposomal",NMN配合、13種類の美容成分配合、ヒト幹細胞培養液、機能性ペプチド、リポソーム配合の美容液。,"¥12,540",,1.0 fl oz (30ml),日本,養庵堂,養庵堂 Store 4.8 out of 5 stars 18 ratings 50+ bought in past month,,,NMN配合、13種類の美容成分配合、ヒト幹細胞培養液、機能性ペプチド、リポソーム配合,,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo1ODMzMDk4MzQ3NTAwNDQ0OjE3NTYwMTkzMzQ6c3BfbXRmOjMwMDAxMjYwMTQxMTk2Mjo6MDo6&url=%2F%25E9%2598%25BF%25E9%2583%25A8%25E9%25A4%258A%25E5%25BA%25EB%2582%2589%25E8%2596%25AC%25E5%2593%2581-Serum%25EF%25BC%2588%25E3%2582%25B5%25E3%2583%25BC%25E3%2583%2586%25E3%2582%25A3%25E3%2583%25BC%25E3%2583%25B3%25E3%2582%25BB%25E3%2583%25A9%25E3%2583%25A0%25EF%25BC%2589-%25E7%25BE%258E%25E5%25AE%25B9%25E6%2588%2590%25E5%2588%258613%25E7%25A8%25AE%25E9%2585%258D%25E5%2590%2588-%25E3%2583%2592%25E3%2583%2588%25E5%25B9%25B9%25E7%25B4%25B0%25E8%2583%259E%25E5%259F%25B9%25E9%25A4%258A%25E6%25B6%25B2-%25E6%25A9%259F%25E8%2583%25BD%25E6%2580%25A7%25E3%2583%259A%25E3%2583%2597%25E3%2583%2581%25E3%2583%2589%2Fdp%2FB0CJ2RS1SJ%2Fref%3Dsr_1_14_sspa%3Fdib%3DeyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE%26dib_tag%3Dse%26keywords%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26qid%3D1756019334%26sr%3D8-14-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
ビオルチア (Bio Lucia) アイラッシュセラム まつ毛美容液 まつげ美容液 眉毛 目元 涙袋 ケア 6mL×1本,育毛剤メーカーから誕生したまつ毛美容液。キャピキシル（アセチルテトラペプチド-３、アカツメクサ花エキス）、2種のケラチン、ヘマチン、ビオチノイルトリペプチド-1、ヒト幹細胞培養液エキスなど、まつ毛のダメージケアに着目した高濃度美容成分を配合。天然由来成分94%、美容成分99%の高品質処方。つけまつげ、まつげパーマ、エクステ、ビューラーなど日々のダメージを受けたまつ毛に潤いを与え、ハリ・コシ・ツヤのある印象的なまつ毛へと導きます。上まつげも下まつげもケアし、ナチュラルな濃密さとボリュームで目力アップ。チップ+スクリューブラシの2WAY形状で、まつ毛全体はもちろん、目頭・目じり・目元・涙袋など細かい部分にも美容液を塗布できる塗りやすいストレスフリー設計。眉毛・涙袋の保湿ケアにも使えるオールインワンアイケア形状。コンフリー葉エキス、オリーブ果実油、加水分解コラーゲン、カミツレ花エキス、ビワ葉エキス、セイヨウアカマツ球果エキス、チャ葉エキス、セラミドなど厳選美容成分を配合。エタノール、シリコーン、鉱物油、合成香料、合成着色料、タルク、紫外線吸収剤、安息香酸ナトリウムフリー。敏感肌の方にも配慮した無添加処方。パッチテスト・アレルギーテスト・スティンギングテスト済み。,"￥3,980",,6mL,日本,Ｂｉｏ Ｌｕｃｉａ,,シクロペンタシロキサン、酸化亜鉛、酸化チタン、水、エチルヘキサン酸セチル、ポリグリセリル－３ポリジメチルシロキシエチルジメチコン、ＢＧ、ＰＥＧ／ＰＰＧ－１９／１９ジメチコン、シリカ、（ハイドロゲンジメチコン／オクチルシルセスキオキサン）コポリマー、ＰＥＧ－９ポリジメチルシロキシエチルジメチコン、ジメチコン、マイカ、（ジメチコン／（ＰＥＧ－１０／１５））クロスポリマー、水酸化Ａｌ、酵母エキス、アセチルヒアルロン酸Ｎａ、コメヌカスフィンゴ糖脂質、水溶性コラーゲン、アスコルビルグルコシド、カミツレ花エキス、加水分解コメエキス、アスペルギルス／コメ発酵エキス、フランスカイガンショウ樹皮エキス、マグワ根皮エキス、ホホバ葉エキス、イチョウ葉エキス、オリーブ果実油、グリチルレチン酸ステアリル、加水分解ヒアルロン酸 リンゴ果実培養細胞エキス、アセロラ果実エキス、グリセリン、水添レシチン、キサンタンガム、水添リゾレシチン、レシチン、クエン酸Ｎａ、塩化Ｎａ、（ジメチコン／ビニルジメチコン）クロスポリマー、トリエトキシカプリリルシラン、ペンチレングリコール、アルギニン、フェノキシエタノール、（＋／－）タルク、酸化鉄、グンジョウ、メチコン,ポイント: 597pt (15%),【毛髪のプロが厳選した贅沢成分配合】 【まつ毛の保湿・補修ケア】 【使いやすい2WAY形状】 【使用感満足度96%】 【安心の8種フリー処方】 【品質保証】,,https://www.amazon.co.jp/sspa/click?ie=UTF8&spc=MTo3MDUyMzQxNzUyMjkwOTQ1OjE3NTYwMTkzMzQ6c3Bfc2VhcmNoX3RoZW1hdGljX2J0ZjozMDAwMTgzNDgxOTIzNjI6OjA6Og&url=%2F%25E3%2582%25A2%25E3%2582%25A4%25E3%2583%25A9%25E3%2583%2583%25E3%2582%25B7%25E3%2583%25A5%25E3%2582%25BB%25E3%2583%25A9%25E3%2583%25A0-6mL%25C3%25971%25E6%259C%25AC-%25E3%2581%25BE%25E3%2581%25A4%25E6%25AF%259B%25E7%25BE%258E%25E5%25AE%25B9%25E6%25B6%25B2-%25E4%25BA%25BA%25E6%25B0%2597%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25AD%25E3%2583%25B3%25E3%2582%25B0-%25E3%2581%25BE%25E3%2581%25A4%25E3%2581%2592%25E7%25BE%258E%25E5%25AE%25B9%25E6%25B6%25B2%2Fdp%2FB0CK165RK2%2Fref%3Dsxbs_pa_sp_search_thematic_btf_sspa%3Fcontent-id%3Damzn1.sym.dfae273c-5114-4e59-b9f2-099001483b48%253Aamzn1.sym.dfae273c-5114-4e59-b9f2-099001483b48%26cv_ct_cx%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26keywords%3D%25E3%2583%25A9%25E3%2583%25B3%25E3%2582%25B3%25E3%2583%25A0%26pd_rd_i%3DB0CK165RK2%26pd_rd_r%3Df9296cb4-8810-48ab-988d-05df247014b2%26pd_rd_w%3Drj58T%26pd_rd_wg%3DTrt7h%26pf_rd_p%3Ddfae273c-5114-4e59-b9f2-099001483b48%26pf_rd_r%3DP9ZEAWTPWCXBCWMC3VJF%26qid%3D1756019334%26rdc%3D1
